text,true_label,predicted_label,score
@doesnogood umm... why don't we hang out anymore?!? All everyone does is work! ,0,0,0.995126485824585
Sat's concert was fabulous. Newly commissioned piece by Will Todd out of this world. Best concert I've been in for a long time ,1,1,0.9998670816421509
had a great weekend with my favourite fella  I so hate this back to reality feeling ,0,0,0.9915043711662292
@DotComDosh Very good! Thanks ,1,1,0.9998131394386292
I wish I wasn't stuck inside on this beautiful day ,0,1,0.9913049936294556
iono...I guess I'm getting off now. L8r twits ,1,0,0.994658887386322
@heathirmarie he was supposed to throw a bullpen tomorrow off a mound; said he was feeling great; then all of a sudden felt bad. It sucks ,0,0,0.9975093603134155
@NikkiWadley Ah ok...so you're not into Tweeting on the move yet then!! LOL! What work was that?? On a Saturday. ,0,0,0.9320851564407349
"Just got out of the GP's, no more Sweets n Chocolate/Cake n proper Meat till further notice, looks like I should just become a vegetarian ",0,0,0.9992039799690247
Aye-woke up extremely hungry.. What should I have for breakfast?  good morning* tweeties.,1,0,0.9605547189712524
What a lovely Saturday morning! I love winter ,1,1,0.9998788833618164
@_misshannah damn you !!!  that's properly unfair!,0,0,0.9993289709091187
@viciousB thank u!! but I dunno how u look so i can't confirm that ,0,0,0.9935171604156494
"like I said, nothings ever over ",1,0,0.9219233393669128
"yup civil war in iran. and if they say &quot;death to...well prety much every non muslim.&quot; yeah... not good, not good  who are the warbackers?",0,0,0.9993771910667419
"is having a great time with Simon, Christina &amp; Mikkel BBQ'ing ",1,1,0.9997169375419617
@Capt_Harkness   hows your day going? Hope its better than mines going at the mo!,1,1,0.6163985729217529
"So we had a flat tire, but we were able to drive to hot pit and replace it in no time!  Our first breakdown was at 1.5 hours left in race ",0,0,0.9945974349975586
@JessicaCorban thats good to hear  keep in touch babe!,1,1,0.9998146891593933
working on a powerpoint presentation for work with lots of excel diagrams..just don't have time and peace for this kind of work in office ,0,0,0.8367202877998352
must go do some work i guess  back later xxx,0,0,0.996505856513977
"I thought I had like 8 Maltesers left in the packet, I only had 1. ",0,0,0.9991969466209412
okay so I'm at work and I totally threw up!  ,0,0,0.9893227219581604
Goodnight ,1,0,0.9644026756286621
"wow, i can't believe a tornado caused damage to southlands mall.  scary",0,0,0.7915618419647217
@jawnmurray! Hope your day is Wonderful! ,1,1,0.9998366832733154
"ÐÑÐºÐ°ÑÐ°Ð» Â«Grand CollectionÂ» ÐÐ¸ÑÐµÐ»Ñ? ÐÐµÐ³ÑÐ°Ð½Ð°. ÐÐ°Ð¹ÑÑÑ  Ð¡Ð°Ð¼Ð¾Ðµ Ð¸Ð½ÑÐµÑÐµÑ?Ð½Ð¾Ðµ Ð² ÑÐ¾Ð¼, ÑÑÐ¾ Ð¼ÐµÐ»Ð¾Ð´Ð¸Ð¸ Ð²ÑÐ¾Ð´Ðµ Ð±Ñ Ð¸ Ð¿ÑÐ¾Ñ?ÑÑÐµ, Ð° â evergreen!",1,1,0.9652416110038757
good afternoon ladies and gents..... let my day begin (i sleep in too much) ,0,1,0.9272452592849731
@JfB57 right now I'm watching how I can consolidate my debt into one by a smiling person ,1,1,0.9984325766563416
"@shelby53094 Yeah, we've got a lot of lightning right now! -_- I think I'm gonna hav to turn the computer off soon too!  (haha! Sry!.....",0,0,0.9829601049423218
"My hands are swollen, very weird. I don't understand why they have counted our ballots yet, they've had 3 days!  #eu09",1,0,0.9966076612472534
@livelikelivdee awww your prom dress ,0,0,0.9803295135498047
@kaisermommy http://www.dafont.com/starstruck.font this font ,1,0,0.9901458621025085
essendon lost  jeex why dont u learn to kick straight bombers....ohh well at least our coach isnt terry wallace,0,0,0.9973498582839966
"@ddlovato go fangirl over guys your age, please and thank you, we DO NOT appreciate it ",0,0,0.90647953748703
"45688 I know I should break it off because you will always love him more than me, but I can't because of how much I love you ",0,1,0.9885500073432922
"@DennisCalero That was about the direct # question, BTW. ",1,0,0.9959113597869873
"Sunny day,perfect for swimming pool ",1,1,0.9998631477355957
@YossiBelkin haha. bet you wont do that again ,1,1,0.96587735414505
We're &quot;re-hearing&quot; our songs!  haha translated: &quot;listening to!&quot;  haha  ,1,0,0.6234174370765686
@christineoh haha i approve your listening choice. tell those boys i said yo and to behave ,1,1,0.9941691160202026
i got colds. ,0,0,0.999480664730072
sadface I'm not at E3-- but at least everybody in my Twitter feed is going to tell me all about it in terrible detail ,0,0,0.9926124811172485
@fairls ugghh..everything that can go wrong goes wrong in this country...I haven't been paid ,0,0,0.9970991611480713
@lwarren17 Thanks! I hope so too ,1,1,0.9992859959602356
up early to finish rescue course ,1,1,0.9790342450141907
Eating Honey Bunches of Oats Just Bunches. Yumm ,1,0,0.8448628187179565
went to chris &amp; beffnii's house after school today  but chris man-handled me D:,1,0,0.8516620397567749
"@bobbinrob Oh noes. Slow internet FTL.  *pets* *shares some of hers* Btw, I got Glee in the mail today! YAYYYY! TY BB. &lt;3",0,0,0.9862629175186157
"@jimmietryon My 62-yo neighbor uses Linux for simple printing, email, web. No CLI needed. I use the CLI 4 shortcuts, mostly. ",1,0,0.9978744983673096
"awwww didnt sleep in the plane, now i'm all tired ",0,0,0.9985581040382385
guess I like #blip more ,1,1,0.9655887484550476
@mikasounds thanx for taking so much time to talk to everbody &amp; signing my iPhone. Pls say Dan thanx for the pic  http://yfrog.com/2sjqaj,1,0,0.9966174960136414
@Michael_Maurice Oh same here. Miss the good ol' times of Lawrence and Ashley musically together. ,0,0,0.9975261092185974
"just seen the price of JonasBrothers tickets, cant afford that at all  im only a student! ",0,0,0.9910894632339478
Great Dayy  .. Awl Summeryy Tdayy  .. Dress Nd Sunnys  .. x&lt;3,1,1,0.9992665648460388
"Gone to pack my stuff for the rest of the werrk, living with my best friend ",1,0,0.9495658278465271
isPlayer Has Died! Sorry ,0,0,0.9997740387916565
@ShalaMae Hahaha night. If you need me text me. ,1,0,0.9501414895057678
"Writing Android code on a Eee 900 works surprisingly well... if you use a device. It, uh, doesn't handle the emulator well. ",1,0,0.8677710890769958
my tweetdeck doesn't work!! ,0,0,0.9997978806495667
@BL3SS wait...no for what? No you don't wanna screw rj...or no I can't screw Taylor? ,0,0,0.9989250302314758
"@kilamarie  bro hopefully will be fine, it's weird to be so far away when someone is not well!",1,0,0.9750328063964844
I am sitting on my sofa starving  watching some boring cooking thing on tele and setting up my twitter page,0,0,0.9983800649642944
"back to work, busy bee ",1,0,0.9819741249084473
"@MrsDazzle: really? damn, hope he's not too badly hurt  I should check out ONTD more often.",0,1,0.9709299802780151
Hey @otepofficial I can't hear anything   (otep-official live &gt; http://ustre.am/CyJ),0,0,0.9969814419746399
exam not too bad today just have to revise the hell out of physics for friday aka: my birthday ,0,0,0.9968699812889099
"@matthewkempster I know, AOL suck. Their software sucks and the connection is &quot;jittery&quot; ",1,0,0.9996249675750732
@ddlovato being sick sucks so much. i was gonna see &quot;up&quot; tonight but now i don't know if i can  bleh. good luck tomorrow!,0,0,0.598580002784729
"@heathsharp Because he is very veryy attractive, whitty, very very attractive, and has a big ginger thing to play with ",1,1,0.9993714690208435
"My video got approved by expo, wooh yeah, now to record loads more ",1,0,0.8527888059616089
@HeartBreakV Ha ha!!! Sorry poo  Did you go replace your screen yet?,0,0,0.9992862343788147
Crap! I just realized that Father's Day is 2 DAYS AWAY and I still haven't bought a gift. ,0,0,0.999569833278656
urgh looks like another hot day tomorrow ,0,0,0.8141878247261047
NADAL  FUCKING OWN THIS BASTARD ! ! !,0,0,0.989031970500946
@wayway8 @winningedge @marge_inovera @winningedge tks for the rt's  ,1,0,0.896039605140686
it is 7:47 and it is ****ing cold time for school grate ,0,0,0.9984330534934998
one of my new favorite songs:  &quot;I Know You're There&quot; by Matthew West.   SOOOOOOOOO COOL!    www.myspace.com/matthewwest.  check it out.,1,1,0.9992263317108154
"@lordlamington LOL.  ... and how she updated her pic.  Not to anything better, I must sadly point out.  ",0,0,0.9728512167930603
Knights Lost? What a bad week for me &amp; the League  first NSW now Newcastle. Last hope is Dragons 2moro night!,0,0,0.9978528022766113
@captainblubear yeaa its fabulous isn't it? Glad you had a good time! ,1,1,0.9994156360626221
It's official. I converted. Buddhism here I come. So far I think Theravada is amazing. Vajray?na has been enlightening as well. ,1,1,0.9994989633560181
Wonderful company and beautiful sights! Yahoo! ,1,1,0.9998894929885864
@beyoncatweets How awesome? Lol... I guess they were good but it could still be better ,0,1,0.9930753707885742
"Ate @ Ringside Lounge right across from our hotel. Food was alot n good! They serve 32 oz (0,9l) mix drinks for 11 dollars. Crazy stuff ",1,1,0.996513307094574
"@hollyknowsbest LMAO nope! i'm on a healthy diet, even though my mmum made spag bol for dinner at like 1 earlier  i couldnt resist it!",0,1,0.9953085780143738
I literally in holiday mood already ,1,0,0.6478390693664551
My head isn't healing well it feels that way ,0,0,0.9985830783843994
"Today JB 3D Concert Experience movie with @Fernandaz, @marianoel1, @mariaeugenia_z &amp; Johi ",1,1,0.9944782257080078
"back from meeting where no one showed up, lol... crazy, niggas dont take gettin money seriously...aboutta roll something up ",1,0,0.9981355667114258
Dad having fever again.. Not looking too good ,0,0,0.9997028708457947
is cooking all by herself for her sister. ,1,1,0.9779506325721741
"Dear God.  Please make it rain tomorrow.  Thunderstorms would also be appreciated if possible, but they're not essential. Thank you ",1,0,0.9853792190551758
"@Hybrid911 ouchies! i never liked suncream...i gave up using it a while ago, haha  hope ur sunburn gets better soon.",1,0,0.995769739151001
Got fried today at the swapmeet ,0,0,0.927531898021698
I'm sad to miss Baccalaureate Mass today ,0,0,0.9969249367713928
http://twitpic.com/69m37 Come home soon my twin ,0,1,0.9802287220954895
@LindzNicole so let's make it right! ,1,1,0.9993451237678528
"beautiful day  I like that! Jump trampoline and listen to music loud, can it get better?",1,1,0.9995480179786682
Feeling really bad for the Penguins tonight  ,0,0,0.9996622800827026
@ELBfoto Congrats on the anniversary! A dozen years is a lot. I applaud your attention span ,1,1,0.9995653033256531
@YoungQ Hey! That's craziness! Always something going on when you're on tour! ,1,1,0.9981546998023987
@LittlePinkStone I'm not either. We should have went out *snicker* Although I am enjoying listening to RR and my beer ,1,0,0.976693868637085
"@geekrebel http://twitpic.com/7j5mc - He looks different from yesterday, sure you got the right baby  love the name!",1,1,0.98155277967453
I guess alls well that ends well...I'm still single for the record lol. Leaving Cleveland will be bittersweet to ,0,1,0.9226917624473572
"Good Morning/Good Night! Zzzzzzzzzz, lol! Leh sum2 else wake me! ",1,1,0.9962299466133118
"I feel guilty, cause i stole something today..not really stole just borrowed without consent ",0,0,0.9986139535903931
@pwbbounce uh oh  but is that not good? its not got a hidden meaning or anything that i dont know about has it?,0,0,0.9997279047966003
Wow...just got done watching making te band...very dramatic! I did shed a tear ,0,1,0.9966229200363159
"finished filming! such a fun weekend, I'm on such a high! ",1,1,0.9997214674949646
Why is my programming teacher teaching us about mortgages? ,0,0,0.999358594417572
i still look like quasi modo ,0,0,0.9564121961593628
WTF?! no pounds lost since I stopped the lemon diet!!!!  sux....,0,1,0.5895200371742249
"Yeah, face = sorta warm. Haha. I've missed home. ",1,0,0.9974530339241028
I'm in SAT math class...omgee this is soooo boring!! I wanna sleep uhg! I'm singing usher in my head ,1,0,0.9995501637458801
@danielr23 what song that's most playing in your ipod? Do you have a plan or a dream to have a band n have a career in music?? ,1,0,0.9571046829223633
@JessKeir Ah I have to study hun and feel so bored to do so too meh ,0,0,0.999616265296936
So...My having learned of the existence of @DearRobot has really changed the way I tweet. I think this makes me an even bigger toolbox. ,0,1,0.9835653901100159
@jennsbookshelf that'd be so sweet of you  Did find a $99 (after fees) from Bos to BWI...this is really looking possible.,1,1,0.9976077079772949
"@RobertHolik im looking forward to our future chats too, i actually talk with all of my followers, so feel free to connect ",1,1,0.9991949200630188
@BT http://blip.fm/~7mftj via LOL Reminded of this song. ,1,0,0.9811483025550842
"@vickixashton i have.. 19 days left, and.. I Have 10 exams left! ",0,0,0.9988130331039429
@HelloEli exacly ,0,1,0.7006024122238159
with cancer. so sad!  feel bad for the parents of these children! tragedys are as they say tragic!,0,0,0.9996685981750488
Hot day with cool people! ,1,1,0.9997840523719788
Last night of band camp ,0,0,0.7057105302810669
@veganedge Nice pic .. my mate ! ,1,1,0.9985122084617615
@scynet thanks for the rt mentioning @galtime ,1,1,0.9940215945243835
no updates ,0,0,0.9988901019096375
@frans_s Wow ,1,1,0.9993255138397217
"@soaps3 Me too  I am a bad daughter, no church going for me. I hope to sleep until noon again tomorrow, lol",0,0,0.9957257509231567
@pcfhjeff I just downloaded your EP and I really like it ,1,1,0.999546229839325
"owww, nosebleed. ",1,0,0.9924805164337158
@ericajo42 @saynerd01 oh look! it's our new house in santa barbara! http://i41.tinypic.com/2hi2t4y.jpg  hahha i wish ,0,1,0.829780101776123
working on my todo list before I have to go to work at Aaron's Books - 5 boxes coming in??? Yikes. ,1,0,0.998417854309082
"is still on the job hunt, plus this heat, man my life is really at a stand still ",0,1,0.788310170173645
in my apt...work was crazy today ,0,0,0.9448397755622864
@astridaml thanx. Ini makan lagi disiapin. Obviously for me maag causes brain drain also. ,1,0,0.9990154504776001
just studing again... ,0,0,0.9922314882278442
@mamakatslosinit aww that stinks ,0,0,0.99953293800354
I still need a date for May 1st!!!  X-Men Origins: Wolverine was supposed to go w/@hasanlc but he saw the premiere last month ,0,0,0.9792211651802063
"@dannygokey you need an assistant to keep you on track! I'm very organized, so much that it's scary! Where do I apply? ",1,1,0.9988768696784973
"Soo embarassed I didn't see the tweets I've been getting from kind followers.    I'll do better, I promise!!!",0,0,0.7304980158805847
My tummy hurts..  cant sleep &amp; i need someone to talk to...,0,0,0.9993476271629333
@madaboutbooks Am reading WTLF at minute. Want to read Lost Riders but all 4 copies are out  Alice (am in english in library),0,0,0.995288610458374
@AndreaGenevieve awww. She's not gone forever. ,0,0,0.9257403016090393
Tomorrow darryn has a primary fun day   she begged me to stay home so I could watch her...but I can't ,0,0,0.9672151803970337
@littlesunflower happy bday have a good day  x,1,1,0.9997616410255432
If anyone is interested in stylish functional micro greenhouses / Slug annoyers I may do an instructable. ,1,0,0.9908547401428223
can't find anything nice to wear to da beach ,0,0,0.9984128475189209
Starting to look a little scary outside. ,0,1,0.9833731055259705
@knitwits1 thank you for your comment hun ,1,1,0.9960511326789856
"i am on sofa with a migraine, ",0,0,0.9898192286491394
@heiditalbot Right I need to start a campaign then! Were not letting you off that easy ,1,0,0.9863519668579102
"Have to get up early for school tomorrow   too tired.....but I know I'll be able to do it anyways, lol! ;)",0,1,0.9938697814941406
@pollypreggers  I'm likin it! ,1,1,0.9996181726455688
wow i just watched the MTV movie awards on there website. poor Rob during the kiss i hope that was all intentional   ,0,0,0.9968369007110596
@aaroncorby altho i have been texting @5LiveF1 but havent heard mine ,0,0,0.9929879307746887
FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone ,1,0,0.6005570888519287
"Yeah that is awesome, I can't wait.  @Irm2d2",1,1,0.9993165731430054
"Not to worry, noone got that one. Next question starts in 1 minute, get your thinking caps on ",1,0,0.9776500463485718
@cross_harps I didn't read the shoulder bit (so I can't know! haha) will start searching Viggo at toes and work my way up ,1,0,0.964918315410614
in the mean time....whoooosaaaa...enjoying the wheater ,1,1,0.9974561333656311
@billpmay Yay for Ali  she's so smart that one! ;),1,1,0.9989314675331116
@Shatohin Ð? Ñ? ÑÐµÑÐµÐ· 10 ÑÐ°Ñ?Ð¾Ð² ÑÐ¾Ð»ÑÐºÐ¾ Ð·Ð°Ð¼ÐµÑÐ¸Ð» ,1,0,0.9840964078903198
YAY! My temperature went down!  I can have dinner with the family tonight.,1,1,0.7829316258430481
Fed up with all this rain..... ,0,0,0.9976509213447571
@froovyjosie thank god for that haha ,1,1,0.9978761672973633
Off to my first day of work ,1,0,0.8257619738578796
watching 'so you think you can dance' ,1,1,0.9994117021560669
I just coughed so much I puked. Ughh I feel so sick. ,0,0,0.9996381998062134
At the theater w/ @stevewoolf about to see Drag Me To Hell. Looking forward to what is hopefully a good scare. ,1,1,0.9989954829216003
I Am Bored My Bro And Sis Think Its Funny To Belly Flop Eachother Then Knock Over Everything UHHHH ,0,0,0.9995588660240173
@SuperBadVixen Hey girl i was busy at work my bad....Is ya mouth wire-free now? ,1,0,0.9982604384422302
"Awww.  Some ppl just aren't meant 2 be your friends in this life, and it's okay.  Life lessons b4 bed...nite.  ",1,1,0.9954885840415955
@saudarilee It was a pleasure &quot;babysitting&quot; 2/3 of your triplets. I'm sorry abt what  happened to Jannah! I'm still feeling guilty abt it ,0,0,0.886421263217926
"@Trevorjpearson Wow, I guess you are cool afterall ",1,1,0.9994978904724121
Reliving childhood memories with Legos. This could get expensive ,0,0,0.9831199049949646
I need dinner but I'm still waiting for a fax from work.  Also I have no food. Attn! Need partner who cooks. I am inept. lol,0,0,0.9997822642326355
@carbamazepine you can help with organization and design tips AND help make sure the game is perfect. ,1,1,0.9992960691452026
@gfalcone601 I've seen up to episode 8 already... it's awesome!  x,1,1,0.9996240139007568
i'm very boring and without friends Estoy muy aburrida y sin amigos ,0,0,0.9996441602706909
reading a novel ,1,1,0.99863201379776
@arryanb yes i did and ma tummy hurt   thks boo.,0,0,0.9953314661979675
home missing the baby  @ 192nd Ter &amp; 25th Ct http://loopt.us/T-bDSw.t,0,0,0.9992341995239258
@mileycyrus hiii miley..   how do you do    ??     .,1,0,0.9823465347290039
In shock bob? Yeeaaahh riight!;-) ,1,0,0.9891712069511414
never knew places in england were this lovely ,1,1,0.9996662139892578
is headed to bed... I so don't wanna get up in the morning. ,0,0,0.9827271103858948
"RIP Gillybob and Frieda, you guys were good companions. No other fish would've understood me as well as you guys have. ",0,1,0.8078517317771912
just woke up from an accidental sleep. ,0,0,0.9981749057769775
no one cares about me in my family  it has taken three years for my mother to buy me some curtains,0,0,0.9997115731239319
"@shiggser nah, back to work ",0,0,0.9928142428398132
"Goin 4 a run!  love runnin at nite in the dark, except when there's people creepin! lol  hope your nights goin well &amp; ya sleep tight! ",1,0,0.5896914005279541
Time to head out of the studio early today. We are still a bit hungover from last night. ,0,0,0.9976345300674438
"Just to let you know: Forever, actually means forever. ",0,1,0.9994654059410095
@3nang HAHAH cannot! My singing's like shit  &amp; YOU MADE THE 'HOW WELL DO YOU KNOW ME' QUIZ ALR? Me&amp;June wanted to make tgt with you tmr ,0,0,0.9980864524841309
"i doing too many things at once, thats what im doing ",1,0,0.9982476234436035
"@NinjaLikesCheez *tears* video games = death.  @damnELECTRIC if you send me the money, I so would, but i'm hella broke and up at 2:15am.  ",0,0,0.9986516833305359
@thefabgiver you ready? ,1,1,0.7198429107666016
@truthsabouttrav haha that rain forest one actually made me laugh out loud... bravo ,1,1,0.9942289590835571
"@alexwakeling don't show off, i'm jealous ",0,1,0.7936038970947266
@deanaontheradio yep you can do it! just stay focused! ,1,1,0.9980365633964539
I dont feel good  and Theres noone else to keep an eye on my group im the only one,0,0,0.996425449848175
I just played sims with my friends  Sims is fun again! Cause their are no problems anymore,1,1,0.9998151659965515
"demons! , i will stay in my house until wednesday! i don't want  I HATEEEE IT! Â¬Â¬",0,1,0.6754019856452942
Also - do the reactive lenses really not work in cars? ,0,0,0.9995027780532837
Collecta.com: collecta maybe... I'd like to see finda  and displaya... not waita ,0,0,0.963882327079773
@moltke happy to have made you happy ,1,1,0.9998656511306763
"&quot;Did you just kill a guy with an appetizer?&quot; &quot;I don't know, maybe.&quot; XD Tihi.  Leverage FOR THE WIN!",1,0,0.9804813265800476
@clicktokill That's kinda gay. I have a real nice pic of me now  /vainVAIN VAIINNNNNNN hahahaha,0,1,0.9921830296516418
"@marieosmond You were up at 2 am too? Aw why  you must be so sleepy. I love you, very much - beyond words. See ya @ the signing, MY angel.",0,1,0.9915080070495605
havent looked at this thing in a long time.takes time to log on. Need sleep or fruit drink. Cant wait for tonight ,1,0,0.9981233477592468
"Just painted my nails and watched family guy with dad... going to sleep,  I'm tired  ",1,0,0.9995372295379639
Nothing to do in Phuket..  I miss scuba diving...!! .. sooo much!,0,0,0.9990041851997375
@bevysmith dying inside reading abt the fab nite i missed ,0,0,0.9986403584480286
wants edward cullen  (the car),0,1,0.7461076974868774
@jellybear89 of course you should be ready. Problem is... I had a pack in my car for about 2 years.  Never got used. ,0,0,0.9978024363517761
@zebs My pleasure.  Email me at gabe at rmbrME dot com and I'll shoot it along to you.  Always interested in connecting!,1,1,0.9994895458221436
@zoovroo thats great hah!! Btw have fun at prom!!!! ,1,1,0.9995713829994202
@thescramble can I be your friend? ,1,1,0.7754420638084412
"@pumpupositive No prob on the sun...heading your way!!! BTW, A little restriction is exactly what I need...I have no self control lately! ",0,0,0.9955700039863586
"@antoniothonis yes, apparently it's our party ",1,1,0.9818443655967712
@DJMALIKSHABAZZ hey you!!! What's good with you??? Xxxooo ,1,1,0.9997404217720032
Troubles with internet ,0,0,0.9956588745117188
"@Joe_Constanty if you haven't left for SH yet, you should come out to Souk tonight: great hookah  (say no to drugs, kids)",1,1,0.9843360185623169
@bethyesterday I know the final project is amazing because you're amazing at what you do! Thank you so much! ,1,1,0.9998821020126343
yay! finally my room is clean ,1,1,0.9923506379127502
Crap Steve Jobs had a liver transplant???? Oh man thats not good  LOL,0,0,0.9996428489685059
You up for it City? Can you defeat Utd at their ground and cause a dent in their title ambitions ... fingers crossed that you can and do ,1,1,0.9857417345046997
"Mia's room is clean  Kitchen, living room and our room are done too. Sam's room is next &amp; then dusting &amp; vacumning &amp; should be all good",1,1,0.9920386075973511
"@CHRISDJMOYLES FATTY!!! you're back!! yay, we can argue again hopefully ",1,1,0.9937527775764465
"@dshanley the tide was a bit high by the time I got the board. Still, I was able to catch some good ones though ",1,1,0.9994397759437561
"I hate old RM cases, one just bit me ",0,0,0.9922176599502563
I'm even more kawawa than before   Fuck my life. Seriously. Fuck it.,0,0,0.629043459892273
I suppose i should do some coursework.... ,0,0,0.9828065633773804
@ work.   I'm bored to death,0,0,0.9997206330299377
@Cathay_Pacific just wanted to say a big thank you for being such a great airline. As a travel writer things like this mean A LOT! ,1,0,0.9573037624359131
...as smart as drug dealers who have been caught multiple time out there  as precious as the water park in palmdale during the summer...,1,1,0.9862159490585327
@marcelgv39 okay. thanks. ,1,1,0.9994120597839355
Doesn't like the Cheesecake Factory at all... And doesn't really get people's obsession with it.  blech.,0,0,0.9997649788856506
Recording some songs....so fun ,1,1,0.9998199343681335
Happy Mother's Day!!  xox,1,1,0.9998501539230347
Watching SYTYCD. ,1,1,0.5114725232124329
shopping online ,1,1,0.9888627529144287
"missing my brother 2day it would be his 48thb-day luv u bro, miss u terribly  sad",0,0,0.9995786547660828
fabulous saturday night!!! how lucky am i...incredible weekend ,1,1,0.999886155128479
Im bed with jon ,1,0,0.7563518285751343
"Sh t, I'm getting even more sad. I'm currently at the library and j think it'll be the last one tooooo ",0,0,0.997096061706543
@SleeplessNights that is cute... ,1,1,0.9995830655097961
"Ugh, he hasn't updated in forever!!!  that sucks! I'm gonna e-mail him!",0,0,0.9850526452064514
MTV awards are not on in my area ,0,0,0.9930807948112488
"Am sat on a hostel balcony over looking MACBA, realising the owners gave me the best spot in the house- I'm lit from my room behind me ",1,1,0.9989578723907471
@ChristianaZhu just joined AIESEC ,1,0,0.9690305590629578
when my dad's gone back to work then I'll go and do my room some more... until then I'm not budging from playing bouncing balls ,1,0,0.9819055795669556
