label,text
1,"demi is wearing a strange outfit in her new music video, but shes beautiful "
1,My 1st Mothers Day Tomorrow 
0,@viva_knievil Yay! Can't wait to see it. My legs are ghostlike and splotchy   Will shimmery moisturiser detract or draw attention to this?
1,On my video phone!!! 
1,my cousin just danced! whooo go morgan  She did amazing
0,The problem with being away from home 4 weeks &amp; returning: The Sub Zero has Sub Zero Food in it.    Bad Planing I #fail
0,"on my way to Canton, looks like it's gonna rain "
1,I may have to babysit tonight  I'm excited. @Grawpie please have your phone on you.
1,I'm loving Snaptu!  Probably the fastest and best Twitter app for java enabled phones http://www.snaptu.com #snaptu #twitter
1,@Keithlaflam I couldn't resist retweeting it I thought it was so cute. 
1,Beer up my nose *sneeze* in the mood for a good gig! Wanna dance 
1,@MrsAshleyGrace @Michael_Lange Great seeing the two of you today 
1,"At the airport again, just said goodbye to Mandy.  http://tinyurl.com/lqchks"
1,@WeTheTRAVIS i want your number  ~feels like a creep~ ahwell
0,@ankur79 quite a lot ...more than a lakh 
1,is going to do a 26 mile downhill marathon with Sabrina  I best start training
1,@seerysm well the tandoor is a clay oven with charcoal fire http://en.wikipedia.org/wiki/Tandoor That's what makes the flavor IMHO 
0,Early start and hangovers are not good 
1,had to rt that before i walk out the door hehe..later taters 
1,@patchyemoly cool. 
1,"@kristy awesome! I actually ahve to work while i'm in town, so I'll see what I can do. I'll check in. "
0,My firefox crashed 
1,thankyouu! &lt;3 
0,Hallelujah for payday!! Although half my money is gone already 
0,i wanna see @ashleytisdale in concert soo badly; i never got a chance to actually meet her! 
1,@trent_reznor Congratulations 
0,goodbye to 1120 songs in my laptop.. so sad so true  
0,@bjds my WRX doesnt go sideways in the rain like my Skyline does 
1,@hollydale if it isn't a Martini then it is not worth knowing. Redbull Vodka gets an exception. 
0,23 degrees out [hot for ireland] and im freezing 
1,Ahhhh 10 days! Thats something to cheer me up!  Can't wait to see @jonasbrothers 
1,"@BW101 it was end of nov/start dec when R:A came up, I think.. coz I got my bundle just before christmas "
0,sad about ed mcmahon! 
1,On the boat with the Wilson's and August 
1,@quiglin I plan on it. Lol. Too much still to get up on the site not to. 
0,@Camberlyanne yes i have.. i was gut punched 
0,Probably my favorite thing about lbk is how many stars I can see from my front yard. Wish I had someone to sit out here with me. 
1,"ughalug knee still hurts but feeling better, ouh and going to the movies tonight avec jenny ! "
0,"@kruton9000 Ah I would get smacktalk, but I don't have a mic for my iPod  It looks funny!"
0,@mz_icandy of course I will... lmbo (I wish I was talking to Thomas)  his b-day is tomorrow and the crew supposed to hang out...
0,Is super sick. Sucky. 
1,Still blushing about what happened at the awards ) he just texted me &amp;asked if he can take me to the top of the world 
0,"@EsmeCullenRPG @AliceCullenRPG Off to hunt, ladies! See you later. (OOC: doc appt and work time  I'll be on around 4 my time!)"
0,Last Tuesday @ BMS 
1,@jimmywhite09 Thanks booo for the luv... 
1,"@banjoist123  Good Morning Jim,  U know how spoiled you are when your tent camping with laptop &amp; wireless connection "
1,i wonder if it has anything to do with not sleeping.......   
0,"@Dancegurl91 yeah, it really sucks! "
1,Going to bed. Im exhausted. Good night 
1,lazy not even going to work out I finally ate some yummy Carrot cake! 
0,@nataliewitcher Thank you so much.  It has been hard on the kids.  
1,@barski I keep hearing about this cupcake update. I'm not sure what it means but I would like mine with chocolate frosting. 
1,@evelienk better than a suitmonkey 
0,Really sick! 
0,"Ugh, after spending the night at peoples houses so much, just being at my house alone is rrreeeaaallllyyyy lame! "
0,@daniellllle i didn't even notice that you twittered me.  sorry i almost killed us  but were alive so get ready for this weekend!
1,@DavidArchie i can't wait to see you on tuesday and wednesday  haha i'm trying to pick out outfits now. what are you wearing? lol
1,im in a dark theater &quot;writing&quot; a song with nick j who is rockin a faded egg plant shirt! 
0,@chrxs ive looked for days  this is worse then the porn they made for senior citizens..are those new slacks?
0,@iCrunchy I WISH I could do ap hwk 
0,"Feeling yuck, missing church for 2nd week running "
1,s dancing round the kitchen in an attempt to be part of paramore hah 
0,@karawr That sucks that your relationship ended on such a bad note  thinking of you!
1,http://twitpic.com/6bo4a - Yay! we have so much in common  lol
0,@martinbrossman Sorry to hear that Martin   Give her my best!
1,@paigebradford im too excited to see you love!  haha wooot
1,"cutting the ties, drinkin the starbizzle, watchin my babe sleep, listening to 15 step by radiohead... relieved. "
0,At the car wash... Getting my car ready to go back to work next week  Tuesday is ladies day I love specials!!
0,@babygirljer I know   Yoga at 4:30 pm today? I seriously miss my amazon!
0,"So I just watched the video by taylor swift &quot; you belong with me&quot; it's so cute, but happy ending don't happen that often "
0,says i'm tired.  http://plurk.com/p/114159
0,@Quintescence I tried to DM it to you but you aren't following me so it wouldn't let me 
0,Bout to go to workkk! Boooo 
0,"Meeting fail, nothing resolved. Going to be a rough week "
0,"We have the best girl crew, 90% are here on the west coast...10% are back home--i miss that 10%  @brynnfoley @danielleguizio"
1,@lauraboffin I'd say let's meet for half an hour and be badass but everywhere is closed ennit... Just behave lady 
0,"thinks there's a sty in my right eye. I can't find exactly what's bothering it, but it's annoying. "
1,@christiinnaa Same here.  I am working an 8 hour shift on fri sat and sun.  Luckily I enjoy my job... Most of the time 
0,"don't wanna go to the country side  wanna stay out here, in Moscow, and have some fun)"
0,Lost my partner for IMATS  Dont want to go solo... Would it be wrong to take my hubby and princess?
0,On the back roads trying to get to Painswick and avoiding the closed m6 southbound  http://twitpic.com/4gybd
1,@cynthia_123 I know rite 
1,on my way to the samims graduation! CONGRATS! 
1,@AndyGroenink The feeling is mutual my friend. Life here should settle down soon and go back to some normalcy. God bless you &amp; yours. 
1,Just got done watching &quot;Hammertime&quot; Its going to be a cute show! So I had to start following him.. 
0,efffffffffff I need a pool    
1,@Doctor_Death Well I'm impressed with your technical skillz 
0,day 2 w/o my iphone is not goin so good 
1,@dozi1 yes yes yes...I so agree! Everything just all sound the same... booorrrrring. 
0,And the kids are still in school. Its been like a month since I've been out. My eyebrows itch and i'm terribly home sick. 
1,thank you kene for the baby book! and auntie is so funny lur! 
0,Too much travel and still in Paris  now we have to get a shuttle to the other terminal...
0,I HATE YOU @KEANUDY YOU FREAKNIG SUCK. I GREETED HIM TOO. 
0,@jennifermilano not yet; glad you like www.kayak.com/team/ - some folks think our hotness filter (random) should be removed 
1,@mpagtakhan_ have you listened to the man who can't be moved? http://bit.ly/107uws  awesomee 
1,"@tommcfly say happy bday for @seblefebvre ,is he bday  haha"
0,wish I would be @ rock am ring right now... 
0,"@loz_xx i didnt, i dropped the table on it yesterday at krew... "
0,"@benjamintelfer yes, yes it is. i might just have to get one mailed to me "
1,Had my first Gewurztraminer tonight...  then my second glass.  Pretty good.  Maybe I won't hear Vivian tonight.   #fb
0,ahh somethings wrong with my profile pic 
1,@Pepperfire There u r  Maybe THAT's why my computer is so slow lol - learning something every day 
1,watching celebrity appentice and hoping for annie too win 
1,Accidentally in â¥!   
0,@erockett89 i wish i was home in bed naked 
1,@ALBinLA.  I was just thinking about you tonight!  You have to let me be the first to interview you're a famous super star 
1,@TVFanUK Happy as a pig in Shiiiit  hehe
1,@WeedChieffa i told you you blow shit out of proportion...guess i couldn't be 23 tellin you that i'd had to fall back about 7 years 
0,"@maddie845 Oh yesterday i bought a dress , and at school they said that its too short  grrr.!"
1,About to board my 1st flight to St. Louis. Trying not to be nervous 
0,@AshleighDoyle oh man  whats up?
0,what a awesome weekend just a pitty we lost another friend... May you RIP my friend you will be missed 
0,"going to tax office tmrw, hope i dont have to pay more "
0,I want to do light writing but its hard to do by myself  lol
0,Getting dressed for work. So. Freaking. Tired! 
0,Stupidddrunl really emuv u 
0,"@thedustball I broke down today, i could not put off the cheez-it cravings anymore "
0,"Oh, arse! I missed the launch of SBS Two! "
1,Flapjack is the strangest show ever...but in the best way. 
1,"G'morning. On my way 2 church, once again my God has proven himself worthy of all my praise. Have a blessed day. "
0,"@JuanNeal oh nothin much, ny bad I had fell asleep! "
1,@miguelitoluna ah i have that on my new (ish) pc but i guess its out with the old xp and in the with the new 
0,@OrganicLisa WELCOME TO THE TWITESPHERE! IÂ´m leaving the Galapagos today. Sad  That does mean one day closer to seeing you again though!!
0,"@mathewhulbert It's an iPhone app, so you need an iPhone. If you've got one, it's free ; if not, it's pretty expensive "
1,BEER!!! It's whats for dinner!! I wish you could watch people workout and get the same results? Oh well! 
0,it's raining! and it's cold! and I wanna sleep! and other things too. shoot! I want my beeeed... 
1,@remorachi FOOD FIGHT! 
0,@Miss_Hel I still can't help feeling that way. 
1,off to a run in central park..looking to burn the other half of my face for symmetry 
0,off today and it's supposed to rain wtf  just my luck
0,Reading tweets 'till I fall asleep... have a toothache 
0,@nevershout_jt Jess&lt;3 what happened?  you know i'm here for you...
0,i have to be at work at 5 am  ... thanks to me ppl will be getting their freakin starbucks. peace out ppls!
0,I hate going to the cottage when there are millions of other things to do  *sigh*  
1,@titaniumfish would have been even better if we got it at the intro price $69 
1,@encabler Thanks mate 
1,@jrkennedy we should get together and share a spoonful (or eight)!  
1,"@maleghast What can I say? I started early.... and yet started late, as you know "
1,"@Adrienne_Bailon HEY  I LOVE YOU, YOU ARE AMAZING !!! =D"
1,"Wrapped! Finished the photoshoot, we don't have the lighting, and still we nailed it! let's go back to jakarta!  http://myloc.me/2svZ"
1,@lyssalicious But it smells AMAZING!    Y/y?
1,@adecembertruth i shall. hoepfully i can go to mfl 
1,&quot;I must get my ugliness from you&quot;  @my mum (via @KaySloan) not very nice :p
0,Is still in bed with kidney stones !! Worst pain ever 
0,busy like hell    i hate mondays!
1,@mrstarz89  yeyyy ur proud of me LMAO more than my parents!!!
0,@meeshly why r all good things depressants? lol. the only times my mood swings madly is during r'ship issues. i got reminded of it today 
0,@daaymgirl @nez23 soalnyah dia makin lama making me sick 
1,"@JasonBohata The question of what to call your Hades. (Sorry I'm a bit late answering.  My book is set in my own Underworld, but I've put"
0,Ughhhh I hate that its gonna rain tomorrow cuz I really want to wash my hair  but it doesn't do well in incliment (sp) weather
0,Doesn't Know If to make my Wish copme true or stay with this crappy unknown life 
1,"its a rainy Saturday, still, would love to window shop "
0,@micromim @rochester_crime My NIH grant got 37 percentile- I'm getting weary getting those kind of scores  no dancing for me
1,"@garyvee Thinkin' congrats are in order for you, Gary??  "
1,"@Monicarrr read the question, answer what the question asks for &amp; be creative "
1,@ThomasDral And you 
0,bored again 
1,Lots O' Summer Reading 
0,I leave for  Savannah Thursday. 
0, I think i shrunk my fav boxer briefs... Oh well ill by some new ones 2moro
1,Today: Merrick Park w/ Ana 
1,"Hi everyone, i will add some friends today Nice to meet you guys  Nice day "
1,sitting at the table in my back garden. with my laptop. 
1,@maevaflave brief followup how did your adjustment to the other day? 
0,need to find an appropriate promo photo to submit to this audition... don't wanna take more pics 
0,Lauren Conrad had a book signing at Tribeca and I missed it 
0,Suppose to leave no later than 3. It is 5. 550 miles to drive. Saying goodbye to those you love sucks. 
1,the lion king so so fucking amazing!  ahhh. meet tomorrow so goodnight!
0,On my way back to LA. Pray for safe travel. Felt terrible last night so I only got about 3 hours of restless sleep 
0,#dontyouhate How u have to watch old Chapelle Show reruns 
1,"@Isapersefone Yeah, that would be the best that we can do.. "
0,"I am really mad that the twittedfon app , aim app, and one of my games is not working on ipoood "
0,"@asweirdasyouare sorry, twas watching wipeout. yeah... awkward is no fun at all.  and, bad assumption on my part."
0,not on the mood for food!  but thank God I'm not(yet) eating disorder or something...
0,Wishing I'd said 'sod it' and was hanging with @The_Raff87 and @Slick_Ultra !!!  xXx
1,"@joepolitics Good afternoon ;)  nice quote, gotta agree! "
1,"@gagadailydotcom goodluck with the exams and if i'm already too late, then, how was it? "
1,I just love Hey Stephen! 
1,@mileycyrus im mixed up 
0,"Apparently, firefox spellcheck doesn't consider 'firefox', 'spellcheck', or 'dildo' words "
1,I really love Pixar! I absolutely loved 'Up'! It's magic! 
0,"feeling sick   going to beed , nighty night!!"
0,Wishing I was hangin' out with my best friend @Heathercostello tonight. 
0,Fucking Chi's. My straightner's broken 
0,ughhhh icing my swollen leg 
1,@MASHUPFACTS u listed some great mashup artists there 
1,"Also, because of #stuffwotimadeup we're opening a shop for BoSzi's jewelry http://bodaszilvia.etsy.com in both NYC &amp; Rome, Italy! w00t! "
0,@missxerica It's taking too long.. 
0,gemeg @mattpro13 I'm jealous! I'm in Asia    Come here!
1,yÃ¼rÃ¼ be  re: http://ff.im/3H41f
0,Signing up on Twitter just so I can use tweetdeck to view trends 
1,@GeorgiaPrincez I KNOW!!  I saw you're tweet about that...tell him congrats. 
1,You're welcome  @jakobiee
0,@thedailydish Was just griping about this... 
0,Went to a bbq at Janet's.   Out of the nuggets loop but think they lost due to facebook comments. 
1,"@sroxy You're not really saying that for MY benefit though, are ya..? "
1,"boredd. awards tomorrow. moving up ceremony tuesday, the last day of school! "
1,"reading The Little Prince, thanks Justina "
1,http://twitpic.com/65zqb - A surprise NKOTB bday cake from the hubby! Thanks honi! 
0,"@calvilla it was sold out!  u should only trust the michelle review - a bit long, plot played out 2 much in dialogue but still enjoyed!!"
1,Getting ready for ABC 36 News---Weekend edition! 
0,i'm out ! college tomorrow  wish me luck lol...inabit x
0,is going to shul 
1,Hopefully this afternoon I'll be able to go driving after work. 
1,"@ShiGirl2224 Shout is the only thing that gets stains out for me, try soaking it over night "
1,@kidthings yeah it does...i had fun today...i regret not taking that cup now...it was awesome...i must find one just like it now 
0,"Bit worried about my usability testing talk at #atmedia09 tomorrow. It's quite a dry, practicle subject so may send a few people asleep "
0,@_FK_ Now you have lost me on that comment 
0,"@banjira Yep, the system doesn't like your IP (92.202.23.165) "
0,They want to prevent scalping really that's how I got my tix for 3 dollars last time booooooo to full price tix 
1,Met Nelly Furtado and Bradley Cooper today   Both very nice people 
0,@JonasBrother_s my friends had a party with out me  lol yea i no stupid reason bt it still makes me sad
1,is watching whose line. 
1,hanging out - yokohama  its sunny and so hot! need ice creeaaam!
1,"I'll put a message in a bottle and I'll throw it across the sea, your the lock and included is the keyyy, along with a dozen x's and o's "
0,At work and missing someone very special 
0,@ali22san wish I could be there 
0,"Is Google down for iPhone? No email, search or Reader "
1,"@RugbyDog Yes, I did get the reply. I didn't know there was one, either, but I thought I'd ask Give you something to do on the weekend. "
0,has now got tonsilitis! wont be moving from the couch for a few days or eating either 
0,"@Brantanamo i watched terminator too! I'm a huge fan of the films but, i thought it was going to be better than it was "
1,"@kittenspawn Awww come on.... that was funny  Ok maybe i'm not the best person to comment on THAT but, i had fun reading it "
1,@andyclemmensen heyyyy  you are radical xD
0,Horny. Just woke up. My back hurt. Today seems like it going to suck. Didnt run wit nicole. 
0,YARN!!! STRETCH!! well itz tyme 4 mii 2 hit thee sheetz...gotta go to work n the AM..4 thoze who r n D.C. im so jealous..havFun4Mii 
0,@sarahcourtneyb i wish i did! ive been on the road 
0,Heading home from Sacramento.  Will continue writing the WIndows Server 2008 R2 Unleashed book over the weekend.  Sigh  #windows
0,"aw, looks like we arent goin to giant tonight... "
1,Frustrated and Defeated... For lack of better words. F*DT!!!! Can't wait til my cruise!!! 8 days 
1,Out to breakfast then church 
1,@mandmachine yep this is Cat from facebook!  via http://twib.es/4S7
0,"@rgoodchild yeah it made a great noise, and tripped the house circuit breaker. Good Times. $200 worth of parts too "
1,"@bookiemonsternz  any time you like.  When I have transport.    But no prob.   I'm in this business for the fun, and wine is a bonus!"
0,@lizluvsJK hey do me a favor! can u tell @kasey79 and @inluvwithjon and @soaps3 to stop ignoring me? i said hi to them twice and nothing 
1,"New here  Well, tired, because of preparing to leave to another country for a job..."
0,Struggling to find a portaloo 
1,@hellzballer You are nonsensical again. 
0,@chloemichelle15 Yeahhh :'D I can't wait!â¥ â¥ But that's way in July 
1,@Meg92 OKAY I SHALL DO IT NOW 
0,"@sc430girl no, not yet   lol"
1,lol. philippines and eat bulaga are in the trending topics. xD that's nice 
0,I.....want to.......go........home........ 
0,"tonight was amazing, but I miss the good old days "
1,Heading out to do fun stuff like Groceries and Washing. You know you want my life  jealous much?
0,Going to the derby early to set up for the last home bout. Cincy Rollergirls i'm gonna miss you all. Can't wait until next year. 
0,@outoutout Aaawww.... I hate Kumbayah myself!   Always felt awkward if I hear that song...
0,OMJ... my birthday is in 2 weeks exactally! :/ im not ready!! and that means summers almost over! 
1,@QuotableBuffy Yay! Thanks for the heads up!! Havent seen an episode of Angel since I moved to Australia 
0, @sf_giants bullpen loses lead
1,back from my graduation dinner with friends and family.. ate too much fancy food and managed to make lots of money 
0,"feeling ill!!! need an INSTANT cure, birthday on MONDAY! any recommendations? "
0,Just woke up at the rest stop in West Virginia. So so sick. Someone drive me home  7 hours left.
0,@SUPREMESMITH too bad starbucks coffee tastes like ass   dunkin donuts on the other hand shoud be free w/ their styrofoam nongreen selves
0,@natalietejeda sad punky sad    thanks for stopping by
1,Going swimming with thefamily again!  PUTTING ON SUNSCREEN TODAY!
1,I have a brand new Nokia Nseries phone next to me...  This makes me happy.
1,"@mollydotcom nope, i'm still stupid. "
0,"@cherryroad I haven't watched any Ten episodes but oh, I want Nine to be the Doctor forever.  I doubt my opinion will change."
1,@ifenn That is definitely a valid concern 
0,@HaleyBangs YEEEES   but i'm in school 
0,i really need to do some laundry... but i sooooo don't feel like it... lotta pain in my jaw today  shouldn't it be better by now!?
1,@NCStateFair would love to taste it 
0,well twitz I need to get ready for work... gotta late day 
0,Not a fan of the male population right now. Heart broken and getting kicked while I'm down and out. Sad face 
1,feel free to join youblogger 
1,It is an amazing day today!  So grateful for spring time!  Going outside to appreciate the weather! 
0,@SKILLETfan01 pretty much just seeing them live on Fuse is just bringing tears to my eyes! Leroy was my sax icon 
1,just moved in..hello Twitter 
0,I want a underwater camera 
0,ewwwwwwwwww! tommorows monday! 
0,Violence: bloodbath in Landgericht Landshut... 	 Germany is no longer safe  
0,Headache!tierd!missing my boyfriend @losoway22 I wish he didn't have to work so much 
0,"@msgoth84 I get sooooo fuckin pissed when i get them...I'm like &quot;Oooo!New followers!   ,  then i see that its the fuckin porno people "
1,@darya_dee Susan Boyle was awesome! I really wanted Stavros Flatley to win though! 
1,@carlacasilli @avunque iÂ´ll read you then. Need to improve too.... 
0,"upp , cant waitt till town today . wish i was at sherwood forest "
0,@kimberlyly that's nice..... i ate toast bread  im lazy to cook... in the middle of the night...
0,Just did a weeks worth of science hw..onto studying for spanishh 
0,"@shortyyyy ahhh AFI at edgefest ! me and my friend wanted to go to that  how fucking good tho, i miss them so muchhhh! =["
1,@justrich I've been doing that since forever! Avoid twitter/facebook until you watch the episode! 
1,@oliverromero only if by weird you mean nerdy... hehehe   
0,Going to school soon... can't find anything to wear!! gosh it's so hard 
1,"@GordonKelly So, how confident are you about the weekends football? nervous yet? "
1,@BlazinSquad hope u have a good gig tonight! great performance this mornin on gmtv - well done  x
0,just lost a drag race 
0,@kricket_rc234 yeah. Sad. I just wish everybody would just be happy for @DavidArchie.  and respect @jeffarchuleta
0,@rolandsmartin ah man!  I did not know you were going to be at the banquet! AUGH!  I should have gone. First time I missed in 5 years. 
1,I haz 13 days of school left. and then chelly's coming out a few weeks after that. 
0,"beginning to think a visit to ENT(Ear, Nose and Throat) dr is in order. I can't kick these sinus infections. My ears and throat hurt! "
1,i found bagel bites! i was worried jess might have eaten them all AGAIN. 
0,"Ugh, breakfast did not make my stomach happy "
1,@tyrese4real good seeing you with RR at the show. Also good to see you keeping up with Twitter live and on the spot! 
0,@Jmartin520  Ive been thinking about that song all day trying to finish my freaking spanish final haha
1,@overgrownballer Azad i just hit that!! 
0,"ok, going to look at the apartment that we will probably take, then have to go to some WAH WAH emo show in hob  "
1,yay! just follow me people! love ya'll! 
1,@NitroJohn Nice job on the 'A' !  I believe a little Cabo was called for 
1,Just finished work. Now its skating time. I reckon there'll have to be some Pirate Metal on in the car 
0,@ryezzzzahh I just saw this hahah! DeLuca ate all my leftovers sorry 
0,"hic, t? l?i s?p h?t API call rï¿½i  ?ï¿½nh ph?i t?t cï¿½i nï¿½y ?i 1 lï¿½c!"
1,"@iSUCK its not animall cruelty, haha, i didnt put the dryer on, THAT would have been cruelty   She tries to bite me,but it jsut tickles "
0,My feet hurt   But I am looking forward to a nice pasta dinner and a glass of wine out in my garden 
0,Missed the UPS guy again! Ugh so sad  But i got some cool stuff today that i'm super excited about! And looking forward to tonight too 
1,"@MasterZap What's funny is, I actually gained a few. Quality, not quantity, is my new matra. hehe "
1,"@DHughesy - Dude, major letdown after all the cut &amp; paste drama! Tell your little dude his Mom's a computer legend, his Dad.. weeelll... "
0,damn lee evans is finishing  dumb and dumber on next though xD
0,Charlize hs2 stay in hospital 4 at least 5 mre days  Natalie cmes home tomorrow...we r going 2 hv a ltle party when Charlize cmes home!
0,I feel like I'm coming down with something. My throat and body is sore. I need to lie down  is it 5 yet?!
0,watching fred on youtube. not much else to do. fucking throat still hurts  but i have to go to school!
1,@svensundgaard the beginning is overated! ;) live for the now and go with it! 
1,"Late night jack in the box run. Mmmm, I can practically taste those fried tacos "
1,@a_simple_girl lol OMG you kill me girl 
1,@rerunaway follow me !! 
1,@JerineYvonne lol.. ur such a badd biitch.   Patron = My fav drink! love ya too.. uggh i need to come to Sin City &amp; visit thee big homies.
1,"@JFLG then you, sir, are in for a world of fun "
0,tired.... WANNA GO HOME &amp; GO TO SLEEP!! LONG DAY AHEAD OF ME 
0,@Imagin_that  What amazed you? Life almost never amazes me.  Kinda bummed out--found out I have to do some work event  I hate in 2 wks 
0,Waaaah hayfever explosion today   Non-stop sneezing with added bonus itchy and runny nose. Unimpressed.
1,@danlev Just stay in LA for an extra week or two this summer so I can come visit.  When is BlizzCon?
1,@WerewolfEmbry Thanks for the #followfriday Embry! 
1,had a fruitful and fun day taking pictures at the botanical garden~ basically happy with my camera  but so tempted to buy some lenses &gt;.&lt;
0,@chrismjand We just saw unnecessary quotations.. Pet Supplies &quot;Plus&quot;.Too slow to take a pic. 
1,@Julyfers yay 
0,"Thats it,break time over.Got2go bk2wk now. "
0,True story: @GovernorPerry 's Belle updates seriously make me want another Lab puppy 
1,@mediterranei thanks for #followfriday 
0,My exams just started  Boring.
0,It's rain all day today. 
1,@lth  Good point!
1,"@jonbell Iâm listening to the Pearl Jam concert where we became friends, and thinking how much less fun WWDC will be withoutcha. &gt;:\  "
1,@PaulaAbdul are you bored of Twitter yet P? haha  xoxo
0,ugh I am literally the king of passing out early...left my laundry in the dryer in the basement for HOURS and missed a party in 2E 
0,@twisted_utopia That sucks...Ty lives like an hour and a half away...we've seen each other 4 times in 2009 
1,"@kandeezy  We Should, We Got This. Haha "
1,I love the theme song. &quot;It all started with the big bang BANG!!!&quot; 
0,@Retrochick_uk oh probably PMT ;) and thoughtless men a bit too 
1,my heart is beating like a jungle drum.lalalalala 
0,@Cshifty I want to go 
0,I MISS HIM SO MUCH YOU KNOW. 
1,@FatDaddySweets such a good problem to have : D 
0,yes i really want one to but i dont no where to fym a cool one 
1,"@Poison__Pixie a lot of peeps say they couldn't live without iPhone, me being one of them "
1,@BryanAngelo is my Husband; I kinda-sorta love him back  
1,leaving in about an hour 
0,"@ForeverLuminous yeah, thats the problem with working for a small company and working the night shift "
0,"There's a feeling I get, where I'm not sad, I'm not angry, but something is bothering me. When this happens, I 'cannot' listen to music. "
0,"@jayreddtv so I have decided I am going to discontinue my service!  sad, but true I am! When Idk yet... Gotta spread the word to fam!"
0,she hates me 
1,My favorite store. Drop my name when you go  http://www.alandales.com/
1,Soaking in the sun 
0,@annNow no dreams 
0,Doin homework 
0,my mouse won't connect to my MB Pro today.  making today's work super frustrating. 
1,"@ZindelaYentl lol. Yea, they need some loving. Ha ha, cool man. "
1,"@LAmale http://twitpic.com/5djj7 - lol, hilarious  wait...is it George Bush? The one who gets with a shoe or  sth"
0,Is waiting for lunch to get here... I cnt believe I eat lunch so late! I'm starving 
0,"@JeffTefertiller I just realized I didn't put his name on there but he is in the top 10, all 3 guys are very close. So my bad....  "
0,Looks like I won't be getting operated b4 my album release   Gonna surprise my pops at work and have lunch with him! Happy late Dad's day!
0,@ericakelly01 I wish it was dry (94 w/ 112 heat index) I just want some cloud cover  enjoy the steam!
1,@johnhalton Certainly is. I love Charlie and Lola 
1,Anyone have some super fun bridal shower game suggestions?  I'm throwing my sister her shower next weekend and need tips. 
1,"@AlanCarr hey, i love your acts and your really funny  and i loved SNP, do you have any idea when a new series will be coming back?!  x"
0,i wonder wen iz wal-mart walk 4 miracles iz  iz it dis weeek coming? i wonder if i should skip skool muhahahahaha!!!!
1,What perfect weather  enjoy your day twitter land. 
0,@styleit did you get that Gelife mani done at Dashing Diva? Mine started falling off in a few days 
1,@JonathanRKnight didya get your cafe yet? 
0,"I didn't know that I'd have so much trouble with heat stress, that I'd turn out to be such a heat wimp w/o central AC; discouraging. "
0,Ohh hello hottie at Sunflower ;) too bad my Cordova sweatshirt is hella cockblocking 
0,"I think i just got another #BaliBelly.. gee..its been 7 years and finally i had twice, two days ago and today. I don't want it anymore "
1,@lozz at least hopeless romantics aren't dead. Yet. Nor they ever should be. 
1,@TeeFly I get a chuckle out of the fact that my SN makes people hungry!! 
0,Finished off a cool piece. Unfortunately I had to stare at droopy old lady vag to accomplish that 
0,@brenddaxo lmao youu do love boootay. Andd fml we're all having the same issue. 
0,nds-roms.com is down the downloader doesnt work 
1,@ShamanicDreamer awww I wonder if whitey will be back 
0,Trying to be less unwell... 
1,"TUITION OVER  this new girl georgina in my class is so adorable really, super nice too"
1,@duff64    Hope Finland is treating you nicely. If you are there yet.   Have a wonderful European tour  
0,@beanatx oh no! 
0,Ow it hurts 
0,Wow its amazing how fast a year goes...@ William and Mary hall watching the class behind me graduate... 
1,"@Theoneandonly08 No, I found it on my list "
1,wonderful things this man does  http://www.flickr.com/photos/ilustraaimar/
1,TGIF...the weekend is here. YAY!! 
0,"@Piewacket1 OMG, really??? She is a persistant one "
0,"After readin hatz94's comment, i can't stop thinkin bout the recent school fight my friend got into... smashed his glasses... "
0,"@sarahhummel oh noooo!!! we'll figure something out! oh dear, the wisdom teeth sound like a drag "
1,@ChiSportsGal LOL! Seems that way! I have very busy days... I cough out a few in the mornings at times. 
1,I feel so wide awake but I'm not really. I want a cig. xP And share it with Patty-Cakes. He should buy some.  'CAUSE HE'S A SUUPA FGGT&lt;3
0,Been working on getting and old site working on Railo 3.1. Getting there. Got SEF URL prob now tho. 
1,@kezzawezz Fookin ecstatic!!  lol........... I was like omg I didnt expect that :O  EEEEEEEEEE!! xxxx
1,i think i'm going to follow the crowd and do a Heartless by Kanye West cover. video coming soon... 
1,Oh yea Happy Victoria Day!! Canadians!!! Que viva Victoria Day!!!  Yes no school!!!
0,@kevlite mann imma b runnin around all damn day...I just wana sleep 
0,Twitpic on twitterberry's not working. Says file type not supported. 
0,At work on my day off - it sucks 
0,"http://twitpic.com/7h1m9 - When talking about Peter and London, makes me miss London last summer so much! "
1,@iamlauren i'll bring my laptop with me. just in case we get too bored... ) we have internet! 
1,Metal Gear Solid? Why not 
0,"@sundayrevival it's over bb  but i'm okay with it, we haven't seen each other in awhile and we kind of grew apart."
1,working on project with aline 
0,@AnimalLovers12 oh that's cruel  how can they choose which dog to keep. a dog is a member of our family
1,Workin @ the beach and then goin to Brooklyn 
1,@zigzagzara I guess it's carwash day eh? 
0,@Wizdom80 fyi she's not real : @Wizdom80 fyi she's not real  http://tinyurl.com/qo39c8
1,@brittnybooze &amp; @Angelcutepie you guys should just go eat some chicken and be happy. 
0, This mood is more shittysweet then bitter. At least it's FINALLY gettin fixed. UGH.
0,I wish my toes were cute 
1,"lol, all developers are grazing "
1,Andy let me borrow his Ipod ;] all good. I can listen to Music once again! How do I celebrate? Listen to music! Misery Signals baby 
1,@e_freckles Sooo I think I need a new Gaiman recommendation.  
0,i think i have an eye infection 
0,where is Lilly???  ugh...  I do not like when she stays out all night. 
